remoteip,total_access,total_kb,cpu_load,uptime,reqpersec,bytespersec,bytesperrec,busy,idle,timestamp1,date,b,i,w,r,s,g,i,d,k,l,presentstatus,Downtime
localhost,3313,2126,0.291818,4143,0.799662,525.47,657.116,3,8,1356795112,1011830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3315,2127,0.291988,4144,0.799952,525.591,657.028,3,8,1356795114,1011833,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3317,2128,0.292089,4146,0.800048,525.584,656.941,3,8,1356795116,1011835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3319,2130,0.291948,4148,0.800145,525.824,657.162,3,8,1356795118,1011835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3321,2131,0.291807,4150,0.800241,525.818,657.074,3,8,1356795120,1011835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3323,2132,0.291837,4153,0.800144,525.685,656.987,3,8,1356795123,1011835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3325,2133,0.291937,4155,0.800241,525.678,656.9,3,8,1356795125,1011835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3327,2134,0.291797,4157,0.800337,525.671,656.813,3,8,1356795127,1011835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3329,2135,0.291897,4159,0.800433,525.665,656.726,3,8,1356795129,1011836,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3331,2137,0.291687,4162,0.800336,525.778,656.946,3,8,1356795131,1011838,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3333,2138,0.291617,4163,0.800625,525.898,656.859,3,8,1356795131,1011838,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3335,2139,0.291477,4165,0.80072,525.891,656.772,3,8,1356795133,1011838,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3337,2140,0.291717,4165,0.8012,526.137,656.686,3,8,1356795135,1011840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3339,2141,0.291817,4167,0.801296,526.13,656.599,3,8,1356795136,1011840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3341,2142,0.291677,4169,0.801391,526.123,656.512,3,8,1356795138,1011840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3343,2144,0.291777,4171,0.801486,526.362,656.732,3,8,1356795141,1011840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3345,2145,0.291637,4173,0.801582,526.355,656.646,3,8,1356795143,1011840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3347,2146,0.291667,4176,0.801485,526.222,656.559,3,8,1356795147,1011841,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3349,2147,0.291388,4180,0.801196,525.964,656.473,3,8,1356795148,1011841,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3351,2148,0.291388,4180,0.801675,526.209,656.387,3,8,1356795150,1011843,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3353,2149,0.291248,4182,0.801769,526.202,656.301,3,8,1356795150,1011844,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3355,2151,0.291179,4183,0.802056,526.566,656.52,3,8,1356795152,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3357,2152,0.291039,4185,0.802151,526.559,656.434,3,8,1356795154,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3359,2153,0.2909,4187,0.802245,526.552,656.348,3,8,1356795157,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3361,2154,0.290762,4189,0.802339,526.545,656.262,3,8,1356795159,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3363,2155,0.290623,4191,0.802434,526.538,656.176,3,8,1356795161,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3365,2156,0.290415,4194,0.802337,526.405,656.09,3,8,1356795163,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3367,2158,0.290276,4196,0.802431,526.643,656.309,3,8,1356795166,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3369,2159,0.290376,4198,0.802525,526.636,656.223,3,8,1356795166,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3371,2160,0.290476,4200,0.802619,526.629,656.138,3,8,1356795168,1011845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3373,2161,0.290476,4200,0.803095,526.872,656.052,3,8,1356795175,1011848,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3375,2162,0.290231,4207,0.802234,526.239,655.967,3,8,1356795179,1011849,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3377,2163,0.290123,4212,0.801757,525.858,655.882,3,8,1356795179,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3379,2165,0.290123,4212,0.802232,526.344,656.099,3,8,1356795181,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3381,2166,0.289986,4214,0.802326,526.337,656.014,3,8,1356795184,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3383,2167,0.290085,4216,0.802419,526.33,655.929,3,8,1356795186,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3385,2168,0.290185,4218,0.802513,526.323,655.844,3,8,1356795186,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3387,2169,0.290185,4218,0.802987,526.566,655.759,3,8,1356795187,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3389,2170,0.290047,4220,0.803081,526.559,655.674,3,8,1356795189,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3391,2172,0.28991,4222,0.803174,526.795,655.891,3,8,1356795191,1011850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3393,2173,0.290009,4224,0.803267,526.788,655.807,3,8,1356795193,1011851,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3395,2174,0.290109,4226,0.80336,526.781,655.722,3,8,1356795195,1011852,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3397,2175,0.289972,4228,0.803453,526.774,655.637,3,8,1356795197,1011852,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3399,2176,0.29014,4229,0.803736,526.891,655.553,3,8,1356795199,1011853,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3401,2177,0.29017,4232,0.803639,526.76,655.468,3,8,1356795201,1011853,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3403,2179,0.290033,4234,0.803732,526.995,655.685,3,8,1356795204,1011854,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3405,2180,0.289896,4236,0.803824,526.988,655.601,3,8,1356795206,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3407,2181,0.289927,4239,0.803727,526.856,655.516,3,8,1356795210,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3409,2182,0.289654,4243,0.803441,526.601,655.432,3,8,1356795210,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3411,2183,0.289889,4243,0.803912,526.842,655.348,3,8,1356795213,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3413,2184,0.289753,4245,0.804005,526.835,655.264,3,8,1356795213,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3415,2186,0.289548,4248,0.803908,526.945,655.48,3,8,1356795215,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3417,2187,0.289783,4248,0.804379,527.186,655.396,3,8,1356795218,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3419,2188,0.289647,4250,0.804471,527.179,655.312,3,8,1356795220,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3421,2189,0.289511,4252,0.804563,527.172,655.228,3,8,1356795222,1011855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3423,2190,0.28961,4254,0.804654,527.165,655.145,3,8,1356795224,1011856,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3425,2191,0.289474,4256,0.804746,527.158,655.061,3,8,1356795226,1011856,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3427,2193,0.289338,4258,0.804838,527.391,655.276,3,8,1356795228,1011857,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3429,2194,0.289202,4260,0.80493,527.384,655.193,3,8,1356795228,1011858,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3431,2195,0.289134,4261,0.80521,527.501,655.109,3,8,1356795230,1011859,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3433,2196,0.289301,4262,0.80549,527.617,655.026,3,8,1356795233,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3435,2197,0.28903,4266,0.805204,527.362,654.943,3,8,1356795233,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3437,2198,0.28903,4266,0.805673,527.602,654.859,3,8,1356795236,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3439,2200,0.289128,4268,0.805764,527.835,655.074,3,8,1356795238,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3441,2201,0.288993,4270,0.805855,527.828,654.991,3,8,1356795240,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3443,2202,0.288858,4272,0.805946,527.82,654.908,3,8,1356795242,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3445,2203,0.288723,4274,0.806036,527.813,654.825,3,8,1356795244,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3447,2204,0.28852,4277,0.805939,527.682,654.742,3,8,1356795247,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3449,2205,0.288619,4279,0.806029,527.675,654.659,3,8,1356795249,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3451,2207,0.288417,4282,0.805932,527.783,654.873,3,8,1356795251,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3453,2208,0.288282,4284,0.806022,527.776,654.791,3,8,1356795253,1011900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3455,2209,0.288147,4286,0.806113,527.769,654.708,3,8,1356795254,1011901,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3457,2210,0.288147,4286,0.80658,528.007,654.625,3,8,1356795256,1011902,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3459,2211,0.288013,4288,0.80667,528,654.543,3,8,1356795258,1011902,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3461,2212,0.288278,4291,0.806572,527.869,654.461,3,8,1356795261,1011903,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3463,2213,0.288143,4293,0.806662,527.862,654.378,3,8,1356795263,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3465,2215,0.288242,4295,0.806752,528.093,654.592,3,8,1356795265,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3467,2216,0.288274,4298,0.806654,527.963,654.509,3,8,1356795268,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3469,2217,0.28814,4300,0.806744,527.955,654.427,3,8,1356795270,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3471,2218,0.288238,4302,0.806834,527.948,654.345,3,8,1356795272,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3473,2219,0.288336,4304,0.806924,527.941,654.263,3,8,1356795274,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3475,2220,0.288136,4307,0.806826,527.811,654.181,3,8,1356795276,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3477,2222,0.288234,4309,0.806916,528.041,654.394,3,8,1356795276,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3479,2223,0.288265,4312,0.806818,527.911,654.312,3,8,1356795279,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3481,2224,0.288265,4312,0.807282,528.148,654.23,3,8,1356795281,1011905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3483,2225,0.288132,4314,0.807371,528.141,654.149,3,8,1356795284,1011906,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3485,2226,0.287998,4316,0.807461,528.133,654.067,3,8,1356795286,1011907,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3487,2227,0.287798,4319,0.807363,528.004,653.986,3,8,1356795289,1011907,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3489,2229,0.287896,4321,0.807452,528.233,654.198,3,8,1356795291,1011907,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3491,2230,0.287763,4323,0.807541,528.226,654.116,3,8,1356795294,1011908,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3493,2231,0.287497,4327,0.807257,527.974,654.035,3,8,1356795294,1011908,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3495,2232,0.287728,4327,0.807719,528.211,653.954,3,8,1356795296,1011908,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3497,2233,0.287662,4328,0.807994,528.325,653.872,3,8,1356795296,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3499,2234,0.287662,4328,0.808457,528.562,653.791,3,8,1356795298,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3501,2236,0.287693,4331,0.808358,528.669,654.003,3,8,1356795302,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3503,2237,0.287725,4334,0.80826,528.539,653.922,3,8,1356795302,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3505,2238,0.287659,4335,0.808535,528.653,653.841,3,8,1356795305,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3507,2239,0.287757,4337,0.808623,528.646,653.76,3,8,1356795309,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3509,2240,0.287425,4342,0.808153,528.273,653.679,3,8,1356795311,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3511,2241,0.287161,4346,0.807869,528.022,653.598,3,8,1356795313,1011910,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3513,2243,0.287161,4346,0.808329,528.493,653.809,3,8,1356795315,1011911,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3515,2244,0.287029,4348,0.808418,528.486,653.729,3,8,1356795317,1011913,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3517,2245,0.287192,4349,0.808692,528.6,653.648,3,8,1356795319,1011914,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3519,2246,0.28706,4351,0.80878,528.592,653.567,3,8,1356795319,1011915,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3521,2247,0.28706,4351,0.809239,528.827,653.487,3,8,1356795321,1011915,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3523,2248,0.286929,4353,0.809327,528.82,653.407,3,8,1356795323,1011915,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3525,2250,0.286797,4355,0.809414,529.047,653.617,3,8,1356795325,1011915,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3527,2251,0.286665,4357,0.809502,529.039,653.537,3,8,1356795327,1011916,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3529,2252,0.286534,4359,0.809589,529.031,653.457,3,8,1356795329,1011917,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3531,2253,0.286402,4361,0.809677,529.024,653.376,3,8,1356795332,1011919,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3533,2254,0.286434,4364,0.809578,528.895,653.296,3,8,1356795332,1011920,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3535,2255,0.286434,4364,0.810037,529.129,653.216,3,8,1356795334,1011920,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3537,2257,0.286303,4366,0.810124,529.356,653.426,3,8,1356795338,1011920,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3539,2258,0.286041,4370,0.80984,529.106,653.346,3,8,1356795338,1011920,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3541,2259,0.28591,4372,0.809927,529.098,653.266,3,8,1356795340,1011920,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3543,2260,0.286139,4372,0.810384,529.332,653.187,3,8,1356795342,1011921,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3545,2261,0.286237,4374,0.810471,529.324,653.107,3,8,1356795345,1011922,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3547,2262,0.285975,4378,0.810187,529.074,653.027,3,8,1356795346,1011923,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3549,2264,0.286204,4378,0.810644,529.542,653.236,3,8,1356795348,1011923,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3551,2265,0.286073,4380,0.810731,529.534,653.157,3,8,1356795349,1011924,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3553,2266,0.285942,4382,0.810817,529.526,653.077,3,8,1356795351,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3555,2267,0.28604,4384,0.810903,529.518,652.998,3,8,1356795353,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3557,2268,0.28591,4386,0.81099,529.51,652.919,3,8,1356795355,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3559,2269,0.285845,4387,0.811261,529.623,652.84,3,8,1356795355,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3561,2271,0.285779,4388,0.811531,529.969,653.048,3,8,1356795357,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3563,2272,0.285714,4389,0.811802,530.082,652.969,3,8,1356795359,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3565,2273,0.285584,4391,0.811888,530.073,652.89,3,8,1356795360,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3567,2274,0.285454,4393,0.811974,530.065,652.811,3,8,1356795362,1011925,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3569,2275,0.285324,4395,0.812059,530.057,652.732,3,8,1356795365,1011928,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3571,2276,0.285422,4397,0.812145,530.049,652.653,3,8,1356795367,1011928,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3573,2278,0.285292,4399,0.81223,530.273,652.861,3,8,1356795369,1011929,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3575,2279,0.285162,4401,0.812315,530.265,652.782,3,8,1356795371,1011929,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3577,2280,0.285195,4404,0.812216,530.136,652.703,3,8,1356795374,1011930,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3579,2281,0.285293,4406,0.812301,530.128,652.625,3,8,1356795376,1011930,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3581,2282,0.28539,4408,0.812387,530.12,652.546,3,8,1356795376,1011930,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3583,2283,0.285261,4410,0.812472,530.112,652.468,3,8,1356795378,1011930,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3585,2285,0.285261,4410,0.812925,530.576,652.675,3,8,1356795380,1011932,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3587,2286,0.285358,4412,0.81301,530.568,652.597,3,8,1356795381,1011933,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3589,2287,0.285229,4414,0.813095,530.559,652.518,3,8,1356795383,1011933,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3591,2288,0.285326,4416,0.813179,530.551,652.44,3,8,1356795385,1011933,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3593,2289,0.285423,4418,0.813264,530.542,652.362,3,8,1356795387,1011935,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3595,2290,0.28552,4420,0.813348,530.534,652.284,3,8,1356795389,1011935,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3597,2292,0.285456,4421,0.813617,530.877,652.49,3,8,1356795391,1011935,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3599,2293,0.285553,4423,0.813701,530.869,652.412,3,8,1356795392,1011935,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3601,2294,0.285424,4425,0.813785,530.86,652.334,3,8,1356795394,1011935,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3603,2295,0.285521,4427,0.813869,530.852,652.256,3,8,1356795396,1011935,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3605,2296,0.285618,4429,0.813953,530.843,652.179,3,8,1356795398,1011936,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3607,2297,0.285553,4430,0.814221,530.954,652.101,3,8,1356795398,1011938,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3609,2299,0.285714,4431,0.814489,531.297,652.307,3,8,1356795400,1011938,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3611,2300,0.28565,4432,0.814756,531.408,652.229,3,8,1356795402,1011939,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3613,2301,0.285521,4434,0.81484,531.399,652.152,3,8,1356795404,1011940,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3615,2302,0.285618,4436,0.814923,531.39,652.074,3,8,1356795407,1011940,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3617,2303,0.285425,4439,0.814823,531.262,651.997,3,8,1356795409,1011940,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3619,2304,0.285296,4441,0.814907,531.253,651.919,3,8,1356795410,1011940,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3621,2306,0.285393,4443,0.81499,531.475,652.125,3,8,1356795413,1011940,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3623,2307,0.285264,4445,0.815073,531.466,652.047,3,8,1356795413,1011940,3,4,0,0,0,6,0,0,0,0,1,0
localhost,3625,2308,0.285136,4447,0.815156,531.458,651.97,3,8,1356795415,1011941,3,5,0,0,0,6,0,0,0,0,1,0
localhost,3627,2309,0.285072,4448,0.815423,531.568,651.893,3,8,1356795417,1011942,3,5,0,0,0,6,0,0,0,0,1,0
localhost,3629,2310,0.284944,4450,0.815506,531.56,651.816,3,8,1356795418,1011942,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3631,2311,0.284944,4450,0.815955,531.79,651.739,3,8,1356795419,1011943,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3633,2312,0.284816,4452,0.816038,531.781,651.662,3,8,1356795421,1011943,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3635,2314,0.284912,4454,0.81612,532.002,651.867,3,8,1356795423,1011945,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3637,2315,0.284848,4455,0.816386,532.112,651.79,3,8,1356795425,1011945,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3639,2316,0.284593,4459,0.816102,531.865,651.713,3,8,1356795427,1011945,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3641,2317,0.284817,4459,0.816551,532.094,651.636,3,8,1356795431,1011945,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3643,2318,0.284946,4464,0.816084,531.728,651.56,3,8,1356795433,1011947,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3645,2319,0.284819,4466,0.816167,531.719,651.483,3,8,1356795433,1011948,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3647,2321,0.285266,4466,0.816614,532.177,651.687,3,8,1356795435,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3649,2322,0.285363,4468,0.816697,532.168,651.611,3,8,1356795437,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3651,2323,0.285235,4470,0.816779,532.159,651.534,3,8,1356795440,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3653,2324,0.285107,4472,0.81686,532.15,651.458,3,8,1356795440,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3655,2325,0.28498,4474,0.816942,532.141,651.382,3,8,1356795442,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3657,2326,0.284916,4475,0.817207,532.251,651.305,3,8,1356795444,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3659,2328,0.284789,4477,0.817288,532.471,651.509,3,8,1356795446,1011950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3661,2329,0.284662,4479,0.81737,532.462,651.433,3,8,1356795451,1011953,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3663,2330,0.284344,4484,0.816905,532.096,651.357,3,8,1356795451,1011954,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3665,2331,0.284344,4484,0.817351,532.325,651.281,3,8,1356795453,1011954,3,9,0,0,0,0,0,0,0,0,1,0
localhost,3667,2332,0.28444,4486,0.817432,532.316,651.205,3,8,1356795456,1011955,1,4,0,0,0,0,0,0,0,0,1,0
localhost,3669,2333,0.284314,4488,0.817513,532.307,651.129,3,8,1356795458,1011955,1,4,0,0,0,0,0,0,0,0,1,0
localhost,3671,2335,0.284187,4490,0.817595,532.526,651.332,3,8,1356795460,1011955,0,0,0,0,0,0,0,0,0,0,1,0
localhost,3673,2336,0.283997,4493,0.817494,532.398,651.256,3,8,1356795462,1011955,0,0,0,0,0,0,0,0,0,0,1,0
localhost,3675,2337,0.283871,4495,0.817575,532.389,651.18,3,8,1356795462,1011956,0,0,0,0,0,0,0,0,0,0,1,0
localhost,3677,2338,0.284093,4495,0.81802,532.617,651.105,3,8,1356795466,1011957,1,9,0,0,0,0,0,0,0,0,1,0
localhost,3679,2339,0.284063,4499,0.817737,532.371,651.029,3,8,1356795466,1011958,2,8,0,0,0,0,0,0,0,0,1,0
localhost,3681,2340,0.284063,4499,0.818182,532.598,650.954,3,8,1356795470,1012000,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3683,2342,0.283874,4502,0.818081,532.698,651.156,3,8,1356795472,1012000,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3685,2343,0.283748,4504,0.818162,532.689,651.081,3,8,1356795472,1012000,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3687,2344,0.283622,4506,0.818242,532.68,651.005,3,8,1356795475,1012000,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3689,2345,0.283496,4508,0.818323,532.671,650.93,3,8,1356795475,1012000,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3691,2346,0.283496,4508,0.818767,532.898,650.855,3,8,1356795477,1012002,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3693,2347,0.28337,4510,0.818847,532.889,650.779,3,8,1356795479,1012003,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3695,2349,0.283307,4511,0.819109,533.225,650.981,3,8,1356795481,1012005,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3697,2350,0.283119,4514,0.819008,533.097,650.906,3,8,1356795484,1012005,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3699,2351,0.282931,4517,0.818906,532.97,650.831,3,8,1356795484,1012005,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3701,2352,0.282931,4517,0.819349,533.196,650.756,3,8,1356795486,1012005,3,6,0,0,0,1,0,0,0,0,0,10
localhost,3703,2353,0.282743,4520,0.819248,533.069,650.681,3,8,1356795489,1012005,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3705,2354,0.283061,4522,0.819328,533.06,650.606,3,8,1356795492,1012007,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3707,2356,0.282935,4524,0.819408,533.277,650.808,3,8,1356795493,1012007,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3709,2357,0.283031,4526,0.819487,533.267,650.733,3,8,1356795493,1012007,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3711,2358,0.283031,4526,0.819929,533.494,650.658,3,8,1356795498,1012007,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3713,2359,0.283002,4530,0.819647,533.249,650.583,3,8,1356795498,1012007,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3715,2360,0.283002,4530,0.820088,533.475,650.509,3,8,1356795500,1012009,3,7,0,0,0,0,0,0,0,0,1,0
localhost,3717,2361,0.283098,4532,0.820168,533.465,650.434,3,8,1356795502,1012010,3,6,0,0,0,1,0,0,0,0,1,0
localhost,3719,2363,0.282911,4535,0.820066,533.564,650.635,3,8,1356795504,1012011,3,6,0,0,0,1,0,0,0,0,0,10
