remoteip,total_access,total_kb,cpu_load,uptime,reqpersec,bytespersec,bytesperrec,busy,idle,timestamp1,date,b,i,w,r,s,g,i,d,k,l,presentstatus,Downtime
localhost,638,791,0.739348,399,1.599,2030.04,1269.57,4,9,1356856400,1010530,2,8,1,0,0,0,0,0,0,0,0,10
localhost,641,792,0.738155,401,1.5985,2022.46,1265.22,4,9,1356856400,1010540,3,7,0,0,0,0,0,0,0,0,0,10
localhost,635,790,0.740554,397,1.5995,2037.68,1273.95,4,9,1356856398,1010600,3,7,0,2,0,0,0,0,0,0,0,10
localhost,628,787,0.75,392,1.60204,2055.84,1283.26,8,5,1356856393,1010600,3,7,0,0,2,0,3,0,0,0,0,10
localhost,631,788,0.744304,395,1.59747,2042.82,1278.78,4,9,1356856396,1010605,3,7,0,0,0,0,0,0,0,0,0,10
localhost,625,786,0.753846,390,1.60256,2063.75,1287.78,8,5,1356856391,1010610,3,7,0,0,0,0,0,4,0,0,0,10
localhost,621,586,0.721649,388,1.60052,1546.56,966.287,8,5,1356856389,1010615,3,7,0,0,5,0,5,0,2,0,0,10
localhost,614,386,0.691906,383,1.60313,1032.02,643.752,8,5,1356856384,1010615,3,6,4,0,0,1,0,3,0,5,0,10
localhost,617,387,0.686528,386,1.59845,1026.65,642.282,8,5,1356856386,1010615,3,6,0,0,0,1,0,0,0,0,0,10
localhost,610,384,0.692913,381,1.60105,1032.06,644.616,8,5,1356856382,1010615,3,6,0,0,0,1,0,0,0,0,0,10
localhost,605,374,0.679894,378,1.60053,1013.16,633.018,8,5,1356856379,1010620,3,6,4,0,0,1,0,0,0,0,0,10
localhost,603,373,0.679894,378,1.59524,1010.46,633.42,8,5,1356856377,1010620,3,6,0,0,0,1,0,0,0,0,0,10
localhost,586,368,0.693767,369,1.58808,1021.22,643.058,4,9,1356856370,1010625,3,6,5,0,0,1,0,0,0,0,0,10
localhost,589,369,0.690027,371,1.5876,1018.48,641.521,4,9,1356856370,1010625,3,6,0,0,0,1,0,0,0,0,0,10
localhost,591,370,0.690027,371,1.59299,1021.24,641.083,4,9,1356856374,1010625,3,6,0,0,0,1,0,3,0,0,0,10
localhost,595,372,0.680851,376,1.58245,1013.11,640.215,4,9,1356856377,1010625,3,6,0,0,0,1,0,0,0,0,0,10
localhost,536,332,0.575581,344,1.55814,988.279,634.269,7,6,1356856343,1010630,3,6,4,0,2,1,0,0,0,0,0,10
localhost,533,331,0.576023,342,1.55848,991.064,635.917,7,6,1356856342,1010630,3,6,0,0,0,1,0,0,0,0,0,10
localhost,524,326,0.532353,340,1.54118,981.835,637.069,5,9,1356856340,1010630,3,7,0,0,0,0,0,3,1,0,0,10
localhost,519,325,0.537092,337,1.54006,987.537,641.233,8,7,1356856338,1010630,3,6,0,0,0,1,0,0,0,0,1,0
localhost,516,323,0.537313,335,1.5403,987.319,640.992,8,7,1356856336,1010630,3,6,0,0,0,1,3,0,0,0,1,0
localhost,513,322,0.532934,334,1.53593,987.21,642.745,8,7,1356856333,1010630,3,6,0,0,0,1,0,0,0,0,1,0
localhost,509,321,0.533333,330,1.54242,996.073,645.784,8,7,1356856331,1010630,3,6,0,4,0,1,0,4,0,0,1,0
localhost,506,319,0.538226,327,1.5474,998.948,645.565,9,6,1356856328,1010630,3,6,0,0,0,1,0,0,0,0,1,0
localhost,503,318,0.538462,325,1.54769,1001.94,647.38,8,7,1356856326,1010630,3,6,0,3,0,1,0,0,0,0,1,0
localhost,500,316,0.541796,323,1.54799,1001.81,647.168,8,7,1356856322,1010630,3,6,4,0,0,1,0,0,4,0,1,0
localhost,487,298,0.504702,319,1.52665,956.589,626.595,7,9,1356856322,1010630,3,6,0,0,0,1,0,0,0,0,1,0
localhost,582,366,0.696721,366,1.59016,1024,643.959,4,9,1356856367,1010630,3,6,0,0,0,1,0,0,0,0,1,0
localhost,579,365,0.69863,365,1.5863,1024,645.527,4,9,1356856365,1010635,3,6,0,0,0,1,0,0,0,0,1,0
localhost,576,364,0.70442,362,1.59116,1029.66,647.111,8,5,1356856363,1010635,3,5,0,0,0,2,0,0,0,0,0,10
localhost,573,362,0.702778,360,1.59167,1029.69,646.925,8,5,1356856361,1010635,3,5,0,0,0,2,2,0,0,0,0,10
localhost,570,361,0.703911,358,1.59218,1032.58,648.533,8,5,1356856359,1010635,3,5,0,0,0,2,0,0,0,0,0,10
localhost,567,360,0.705056,356,1.5927,1035.51,650.159,8,5,1356856357,1010640,3,6,0,0,0,1,5,0,0,0,0,10
localhost,565,359,0.702247,356,1.58708,1032.63,650.648,8,5,1356856355,1010640,3,6,0,0,0,1,0,0,0,0,0,10
localhost,562,357,0.704225,355,1.5831,1029.77,650.477,8,5,1356856355,1010640,3,4,0,0,0,4,0,0,0,0,0,10
localhost,560,356,0.708215,353,1.5864,1032.7,650.971,8,5,1356856353,1010640,3,5,0,0,0,4,3,0,0,0,0,10
localhost,557,355,0.712251,351,1.58689,1035.67,652.639,8,5,1356856352,1010645,3,8,0,0,0,1,0,0,0,0,0,10
localhost,554,353,0.714286,350,1.58286,1032.78,652.477,8,5,1356856350,1010645,3,8,0,0,0,1,0,0,0,0,0,10
localhost,551,352,0.718391,348,1.58333,1035.77,654.171,8,5,1356856348,1010645,3,8,0,0,0,1,0,0,0,0,0,10
localhost,539,334,0.576812,345,1.56232,991.351,634.538,7,6,1356856346,1010645,3,8,0,0,0,1,0,0,0,0,0,10
localhost,4,1,0.00396825,252,0.015873,4.06349,256,3,3,1356791220,1010645,3,6,0,0,0,3,0,0,0,0,0,10
localhost,6,2,0.00793651,252,0.0238095,8.12698,341.333,3,3,1356791220,1010645,3,6,0,0,0,3,0,0,0,0,0,10
localhost,8,3,0.00793651,252,0.031746,12.1905,384,3,3,1356791220,1010645,3,6,0,0,0,3,0,0,0,0,0,10
localhost,10,4,0.00793651,252,0.0396825,16.254,409.6,3,3,1356791220,1010647,3,8,0,0,0,1,0,0,0,0,0,10
localhost,12,5,0.00793651,252,0.047619,20.3175,426.667,3,3,1356791220,1010650,3,9,0,0,0,0,0,0,0,0,0,10
localhost,14,6,0.00793651,252,0.0555556,24.381,438.857,3,3,1356791220,1010650,3,8,0,0,0,1,0,0,0,0,0,10
localhost,16,8,0.00793651,252,0.0634921,32.5079,512,3,3,1356791220,1010653,3,5,0,0,0,4,0,0,0,0,0,10
localhost,18,9,0.00793651,252,0.0714286,36.5714,512,3,3,1356791220,1010655,3,5,0,0,0,4,0,0,0,0,0,10
localhost,20,10,0.0119048,252,0.0793651,40.6349,512,3,3,1356791220,1010655,5,6,0,0,0,1,0,0,0,0,0,10
localhost,22,11,0.0119048,252,0.0873016,44.6984,512,3,3,1356791220,1010700,3,5,0,0,0,5,0,0,0,0,0,10
localhost,24,12,0.0119048,252,0.0952381,48.7619,512,3,3,1356791223,1010700,3,5,0,0,0,5,0,0,0,0,0,10
localhost,26,13,0.0117188,256,0.101563,52,512,3,6,1356791227,1010700,3,5,0,0,0,5,0,0,0,0,0,10
localhost,28,15,0.015444,259,0.108108,59.305,548.571,3,6,1356791229,1010700,3,9,0,0,0,1,0,0,0,0,0,10
localhost,30,16,0.0191571,261,0.114943,62.7739,546.133,3,6,1356791233,1010700,3,5,0,0,0,5,0,0,0,0,0,10
localhost,32,17,0.0225564,266,0.120301,65.4436,544,3,6,1356791235,1010700,3,5,0,0,0,5,0,0,0,0,1,0
localhost,34,18,0.0261194,268,0.126866,68.7761,542.118,3,6,1356791237,1010700,3,5,0,0,0,5,0,0,0,0,1,0
localhost,36,19,0.0297398,269,0.133829,72.3271,540.444,3,6,1356791237,1010700,3,5,0,0,0,5,0,0,0,0,1,0
localhost,38,20,0.0297398,269,0.141264,76.1338,538.947,3,6,1356791239,1010700,3,5,0,0,0,5,0,0,0,0,1,0
localhost,40,22,0.0295203,271,0.147601,83.1292,563.2,3,6,1356791241,1010700,3,5,0,0,0,5,0,0,0,0,1,0
localhost,42,23,0.0328467,274,0.153285,85.9562,560.762,3,6,1356791244,1010700,3,4,0,0,0,3,0,0,3,0,1,0
localhost,44,24,0.032491,277,0.158845,88.722,558.545,3,6,1356791244,1010700,3,6,0,0,0,3,0,0,2,0,1,0
localhost,46,25,0.0359712,278,0.165468,92.0863,556.522,3,6,1356791246,1010700,3,5,0,0,0,0,0,0,6,0,1,0
localhost,48,26,0.0394265,279,0.172043,95.4265,554.667,3,6,1356791251,1010700,3,6,0,0,0,2,0,0,3,0,1,0
localhost,50,27,0.0388693,283,0.176678,97.6961,552.96,3,6,1356791251,1010700,3,4,0,0,0,0,0,0,7,0,1,0
localhost,52,28,0.0457746,284,0.183099,100.958,551.385,3,6,1356791253,1010700,4,5,0,0,0,0,0,0,7,0,1,0
localhost,54,30,0.0454545,286,0.188811,107.413,568.889,3,6,1356791254,1010700,3,5,0,0,0,0,0,0,8,0,1,0
localhost,56,31,0.0487805,287,0.195122,110.606,566.857,3,6,1356791256,1010700,3,5,0,0,0,0,0,0,15,0,1,0
localhost,58,32,0.0484429,289,0.200692,113.384,564.966,3,6,1356791258,1010700,3,9,0,0,0,1,0,0,9,0,1,0
localhost,60,33,0.0482759,290,0.206897,116.524,563.2,3,6,1356791259,1010704,3,9,0,0,0,1,0,0,9,0,1,0
localhost,62,34,0.0479452,292,0.212329,119.233,561.548,3,6,1356791260,1010705,3,9,0,0,0,0,0,0,10,0,1,0
localhost,64,35,0.0477816,293,0.21843,122.321,560,3,6,1356791263,1010705,4,13,0,0,0,1,0,0,4,0,1,0
localhost,66,37,0.0540541,296,0.222973,128,574.061,3,6,1356791263,1010705,3,10,0,0,0,2,0,1,4,0,1,0
localhost,68,38,0.0540541,296,0.22973,131.459,572.235,3,6,1356791265,1010705,3,9,0,0,0,0,0,0,6,0,1,0
localhost,70,39,0.057047,298,0.234899,134.013,570.514,3,6,1356791267,1010705,4,8,0,0,0,0,0,0,6,0,1,0
localhost,72,40,0.0602007,299,0.240803,136.99,568.889,3,6,1356791267,1010705,3,8,0,0,0,0,0,0,7,0,1,0
localhost,74,41,0.0635452,299,0.247492,140.415,567.351,3,6,1356791270,1010705,3,8,0,0,0,0,0,0,6,0,1,0
localhost,76,42,0.0627063,303,0.250825,141.941,565.895,3,6,1356791272,1010705,4,9,0,0,0,4,0,0,0,0,1,0
localhost,78,44,0.0655738,305,0.255738,147.725,577.641,3,6,1356791276,1010705,3,9,0,0,0,1,0,0,4,0,1,0
localhost,80,45,0.0647249,309,0.2589,149.126,576,3,6,1356791279,1010705,3,9,0,0,0,4,0,0,1,0,1,0
localhost,81,45,0.0643087,311,0.26045,148.167,568.889,4,5,1356791281,1010706,3,9,0,0,0,0,0,0,5,0,1,0
localhost,84,47,0.066879,314,0.267516,153.274,572.952,3,6,1356791284,1010708,4,9,0,0,0,0,0,0,4,0,1,0
localhost,86,48,0.0664557,316,0.272152,155.544,571.535,3,6,1356791284,1010710,3,9,0,0,0,4,0,1,0,0,1,0
localhost,88,49,0.0664557,316,0.278481,158.785,570.182,3,6,1356791286,1010710,3,8,0,0,0,2,0,0,3,0,1,0
localhost,90,51,0.0658307,319,0.282132,163.712,580.267,3,6,1356791289,1010710,3,8,0,0,0,2,0,0,3,0,1,0
localhost,92,52,0.0654206,321,0.286604,165.882,578.783,3,6,1356791289,1010710,3,8,0,0,0,2,0,0,3,0,1,0
localhost,94,53,0.0654206,321,0.292835,169.072,577.362,3,6,1356791291,1010710,3,8,0,0,0,0,0,0,5,0,0,40
localhost,96,54,0.0650155,323,0.297214,171.195,576,3,6,1356791293,1010710,3,9,0,0,0,3,0,0,1,0,1,0
localhost,98,55,0.0646154,325,0.301538,173.292,574.694,3,6,1356791295,1010715,3,9,0,0,0,3,0,0,1,0,1,0
localhost,100,56,0.0642202,327,0.30581,175.364,573.44,3,6,1356791296,1010715,3,9,0,0,0,4,0,0,0,0,1,0
localhost,102,57,0.0638298,329,0.31003,177.41,572.235,3,6,1356791298,1010715,3,9,0,0,0,4,0,0,0,0,1,0
localhost,104,59,0.0634441,331,0.314199,182.526,580.923,3,6,1356791300,1010715,3,8,0,0,0,4,0,0,1,0,1,0
localhost,106,60,0.063253,332,0.319277,185.06,579.623,3,6,1356791302,1010715,3,9,0,0,0,0,0,0,0,0,0,40
localhost,108,61,0.0628743,334,0.323353,187.018,578.37,3,6,1356791303,1010715,3,9,0,0,0,0,0,0,0,0,1,0
localhost,110,62,0.0625,336,0.327381,188.952,577.164,3,6,1356791306,1010715,3,9,0,0,0,0,0,0,0,0,1,0
localhost,112,63,0.0650888,338,0.331361,190.864,576,3,6,1356791306,1010715,3,9,0,0,0,0,0,0,0,0,1,0
localhost,114,64,0.0680473,338,0.337278,193.893,574.877,3,6,1356791307,1010720,3,9,0,0,0,0,0,0,0,0,1,0
localhost,116,66,0.0676471,340,0.341176,198.776,582.621,3,6,1356791309,1010720,3,9,0,0,0,0,0,0,0,0,1,0
localhost,118,67,0.0701754,342,0.345029,200.608,581.424,3,6,1356791311,1010720,3,9,0,0,0,0,0,0,0,0,1,0
localhost,120,68,0.0755814,344,0.348837,202.419,580.267,3,6,1356791311,1010720,3,9,0,0,0,0,0,0,0,0,1,0
localhost,122,69,0.0753623,345,0.353623,204.8,579.148,3,6,1356791315,1010720,3,9,0,0,0,0,0,0,0,0,1,0
localhost,124,70,0.0778098,347,0.357349,206.571,578.065,3,6,1356791317,1010725,3,9,0,0,0,0,0,0,0,0,1,0
localhost,126,71,0.0771429,350,0.36,207.726,577.016,3,6,1356791322,1010725,3,9,0,0,0,0,0,0,0,0,1,0
localhost,128,73,0.0762712,354,0.361582,211.164,584,3,6,1356791322,1010725,3,9,0,0,0,0,0,0,0,0,1,0
localhost,130,74,0.0762712,354,0.367232,214.056,582.892,3,6,1356791324,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,132,75,0.0758427,356,0.370787,215.73,581.818,3,6,1356791327,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,134,76,0.0779944,359,0.373259,216.78,580.776,3,6,1356791327,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,136,77,0.0775623,361,0.376731,218.416,579.765,3,6,1356791329,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,138,78,0.0775623,361,0.382271,221.252,578.783,3,6,1356791331,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,140,80,0.0824176,364,0.384615,225.055,585.143,3,6,1356791333,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,142,81,0.0846995,366,0.387978,226.623,584.113,3,6,1356791338,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,144,82,0.0837838,370,0.389189,226.941,583.111,3,6,1356791338,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,146,83,0.0864865,370,0.394595,229.708,582.137,3,6,1356791340,1010730,3,9,0,0,0,0,0,0,0,0,1,0
localhost,148,84,0.0860215,372,0.397849,231.226,581.189,3,6,1356791342,1010733,3,9,0,0,0,0,0,0,0,0,1,0
localhost,150,85,0.0855615,374,0.40107,232.727,580.267,3,6,1356791343,1010733,3,9,0,0,0,0,0,0,0,0,0,20
localhost,152,86,0.087766,376,0.404255,234.213,579.368,3,6,1356791345,1010735,3,9,0,0,0,0,0,0,0,0,0,20
localhost,154,88,0.0873016,378,0.407407,238.392,585.143,3,6,1356791347,1010735,3,9,0,0,0,0,0,0,0,0,0,20
localhost,156,89,0.0868421,380,0.410526,239.832,584.205,3,6,1356791349,1010735,3,9,0,0,0,0,0,0,0,0,0,20
localhost,158,90,0.0892388,381,0.414698,241.89,583.291,3,6,1356791349,1010735,3,9,0,0,0,0,0,0,0,0,0,20
localhost,160,91,0.0887728,383,0.417755,243.3,582.4,3,6,1356791351,1010735,3,9,0,0,0,0,0,0,0,0,1,0
localhost,162,92,0.0887728,383,0.422977,245.974,581.531,3,6,1356791353,1010735,3,9,0,0,0,0,0,0,0,0,1,0
localhost,164,93,0.0883117,385,0.425974,247.356,580.683,3,6,1356791355,1010735,3,9,0,0,0,0,0,0,0,0,1,0
localhost,166,95,0.0904393,387,0.428941,251.37,586.024,3,6,1356791357,1010735,3,9,0,0,0,0,0,0,0,0,0,20
localhost,168,96,0.092545,389,0.431877,252.71,585.143,3,6,1356791357,1010735,3,9,0,0,0,0,0,0,0,0,0,20
localhost,170,97,0.092545,389,0.437018,255.342,584.282,3,6,1356791359,1010738,3,9,0,0,0,0,0,0,0,0,0,20
localhost,172,98,0.0918367,392,0.438776,256,583.442,3,6,1356791361,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,174,99,0.0913706,394,0.441624,257.299,582.621,3,6,1356791363,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,176,100,0.0909091,396,0.444444,258.586,581.818,3,6,1356791365,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,178,102,0.0906801,397,0.448363,263.093,586.787,3,6,1356791365,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,180,103,0.0906801,397,0.453401,265.673,585.956,3,6,1356791367,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,182,104,0.0902256,399,0.45614,266.907,585.143,3,6,1356791369,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,184,105,0.0895522,402,0.457711,267.463,584.348,3,6,1356791372,1010740,3,9,0,0,0,0,0,0,0,0,0,20
localhost,186,106,0.0891089,404,0.460396,268.673,583.57,3,6,1356791374,1010740,3,9,0,0,0,0,0,0,0,0,1,0
localhost,188,107,0.091133,406,0.463054,269.872,582.809,3,6,1356791376,1010740,3,9,0,0,0,0,0,0,0,0,1,0
localhost,190,109,0.0904645,409,0.464548,272.9,587.453,3,6,1356791381,1010740,3,9,0,0,0,0,0,0,0,0,1,0
localhost,192,110,0.089372,414,0.463768,272.077,586.667,3,6,1356791383,1010740,3,9,0,0,0,0,0,0,0,0,1,0
localhost,194,111,0.0915663,415,0.46747,273.889,585.897,3,6,1356791385,1010740,3,9,0,0,0,0,0,0,0,0,1,0
localhost,196,112,0.0935252,417,0.470024,275.031,585.143,3,6,1356791387,1010744,3,9,0,0,0,0,0,0,0,0,1,0
localhost,198,113,0.0930788,419,0.472554,276.162,584.404,3,6,1356791388,1010745,3,9,0,0,0,0,0,0,0,0,1,0
localhost,200,114,0.0950119,421,0.475059,277.283,583.68,3,6,1356791390,1010745,3,9,0,0,0,0,0,0,0,0,1,0
localhost,202,115,0.0945626,423,0.477541,278.392,582.97,3,6,1356791391,1010745,3,9,0,0,0,0,0,0,0,0,1,0
localhost,204,117,0.0945626,423,0.48227,283.234,587.294,3,6,1356791392,1010745,3,9,0,0,0,0,0,0,0,0,1,0
localhost,206,118,0.0941176,425,0.484706,284.311,586.563,3,6,1356791394,1010745,3,9,0,0,0,0,0,0,0,0,1,0
localhost,208,119,0.0960187,427,0.487119,285.377,585.846,3,6,1356791397,1010745,3,9,0,0,0,0,0,0,0,0,1,0
localhost,210,120,0.0955711,429,0.48951,286.434,585.143,3,6,1356791399,1010750,3,9,0,0,0,0,0,0,0,0,1,0
localhost,212,121,0.0951276,431,0.491879,287.48,584.453,3,6,1356791401,1010750,3,9,0,0,0,0,0,0,0,0,1,0
localhost,214,122,0.0969977,433,0.494226,288.517,583.776,3,6,1356791401,1010750,3,9,0,0,0,0,0,0,0,0,1,0
localhost,216,124,0.0988506,435,0.496552,291.899,587.852,3,6,1356791403,1010750,3,9,0,0,0,0,0,0,0,0,1,0
localhost,218,125,0.101149,435,0.501149,294.253,587.156,3,6,1356791406,1010750,3,9,0,0,0,0,0,0,0,0,1,0
localhost,220,126,0.100228,439,0.501139,293.904,586.473,3,6,1356791409,1010750,3,9,0,0,0,0,0,0,0,0,1,0
localhost,222,127,0.102041,441,0.503401,294.893,585.802,3,6,1356791409,1010753,3,9,0,0,0,0,0,0,0,0,1,0
localhost,224,128,0.102041,441,0.507937,297.215,585.143,3,6,1356791411,1010755,3,9,0,0,0,0,0,0,0,0,1,0
localhost,226,129,0.101351,444,0.509009,297.514,584.496,3,6,1356791414,1010755,3,9,0,0,0,0,0,0,0,0,1,0
localhost,228,131,0.103139,446,0.511211,300.771,588.351,3,6,1356791415,1010755,3,9,0,0,0,0,0,0,0,0,1,0
localhost,230,132,0.102679,448,0.513393,301.714,587.687,3,6,1356791417,1010755,3,9,0,0,0,0,0,0,0,0,1,0
localhost,232,133,0.102222,450,0.515556,302.649,587.034,3,6,1356791419,1010757,3,9,0,0,0,0,0,0,0,0,1,0
localhost,234,134,0.10643,451,0.518847,304.248,586.393,3,6,1356791421,1010757,3,9,0,0,0,0,0,0,0,0,1,0
localhost,236,135,0.10596,453,0.520971,305.166,585.763,3,6,1356791421,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,238,136,0.105495,455,0.523077,306.075,585.143,3,6,1356791423,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,240,138,0.105495,455,0.527473,310.576,588.8,3,6,1356791426,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,242,139,0.104575,459,0.527233,310.1,588.165,3,6,1356791428,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,244,140,0.106291,461,0.529284,310.976,587.541,3,6,1356791428,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,246,141,0.106291,461,0.533623,313.197,586.927,3,6,1356791430,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,248,142,0.106061,462,0.536797,314.736,586.323,3,6,1356791432,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,250,143,0.105376,465,0.537634,314.908,585.728,3,6,1356791435,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,252,145,0.104925,467,0.539615,317.944,589.206,3,6,1356791437,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,254,146,0.10661,469,0.541578,318.772,588.598,3,6,1356791439,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,256,147,0.106157,471,0.543524,319.592,588,3,6,1356791439,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,258,148,0.106157,471,0.547771,321.766,587.411,3,6,1356791441,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,260,149,0.107822,473,0.549683,322.571,586.831,3,6,1356791443,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,262,150,0.107368,475,0.551579,323.368,586.26,3,6,1356791445,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,264,151,0.106918,477,0.553459,324.159,585.697,3,6,1356791447,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,266,153,0.108559,479,0.555324,327.081,588.992,3,6,1356791449,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,268,154,0.109959,482,0.556017,327.17,588.418,3,6,1356791451,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,270,155,0.109504,484,0.557851,327.934,587.852,3,6,1356791454,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,272,156,0.110883,487,0.558522,328.016,587.294,3,6,1356791456,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,274,157,0.110429,489,0.560327,328.769,586.745,3,6,1356791458,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,276,158,0.10998,491,0.562118,329.515,586.203,3,6,1356791461,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,278,160,0.111562,493,0.563895,332.333,589.353,3,6,1356791463,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,280,161,0.111111,495,0.565657,333.059,588.8,3,6,1356791463,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,282,162,0.112903,496,0.568548,334.452,588.255,3,6,1356791468,1010800,3,9,0,0,0,0,0,0,0,0,1,0
localhost,284,163,0.112,500,0.568,333.824,587.718,3,6,1356791470,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,286,164,0.113546,502,0.569721,334.534,587.189,3,6,1356791472,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,288,165,0.113095,504,0.571429,335.238,586.667,3,6,1356791472,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,290,167,0.112426,507,0.571992,337.294,589.683,3,6,1356791474,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,292,168,0.112426,507,0.575937,339.314,589.151,3,6,1356791477,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,294,169,0.113949,509,0.577603,339.992,588.626,3,6,1356791479,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,296,170,0.115234,512,0.578125,340,588.108,3,6,1356791482,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,298,171,0.114786,514,0.579767,340.669,587.597,3,6,1356791484,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,300,172,0.114341,516,0.581395,341.333,587.093,3,6,1356791486,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,302,174,0.11368,519,0.581888,343.306,589.987,3,6,1356791489,1010805,3,9,0,0,0,0,0,0,0,0,1,0
localhost,304,175,0.113244,521,0.583493,343.954,589.474,3,6,1356791489,1010807,3,9,0,0,0,0,0,0,0,0,1,0
localhost,306,176,0.113244,521,0.587332,345.919,588.967,3,6,1356791491,1010810,3,9,0,0,0,0,0,0,0,0,1,0
localhost,308,177,0.112811,523,0.58891,346.554,588.468,3,6,1356791493,1010810,3,9,0,0,0,0,0,0,0,0,1,0
localhost,310,178,0.112381,525,0.590476,347.185,587.974,3,6,1356791495,1010810,3,9,0,0,0,0,0,0,0,0,1,0
localhost,312,179,0.111742,528,0.590909,347.152,587.487,3,6,1356791498,1010810,3,9,0,0,0,0,0,0,0,0,1,0
localhost,314,180,0.111321,530,0.592453,347.774,587.006,3,6,1356791500,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,316,182,0.112782,532,0.593985,350.316,589.772,3,6,1356791502,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,318,183,0.11236,534,0.595506,350.921,589.283,3,6,1356791502,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,320,184,0.11194,536,0.597015,351.522,588.8,3,6,1356791504,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,322,185,0.11194,536,0.600746,353.433,588.323,3,6,1356791506,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,324,186,0.111524,538,0.60223,354.022,587.852,3,6,1356791510,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,326,187,0.110497,543,0.600368,352.648,587.387,3,6,1356791510,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,328,189,0.111927,545,0.601835,355.112,590.049,3,6,1356791512,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,330,190,0.111927,545,0.605505,356.991,589.576,3,6,1356791514,1010815,3,9,0,0,0,0,0,0,0,0,1,0
localhost,332,191,0.111517,547,0.606947,357.558,589.108,3,6,1356791516,1010817,3,9,0,0,0,0,0,0,0,0,1,0
localhost,334,192,0.111111,549,0.608379,358.12,588.647,3,6,1356791518,1010820,3,9,0,0,0,0,0,0,0,0,1,0
localhost,336,193,0.110708,551,0.6098,358.679,588.19,3,6,1356791520,1010820,3,9,0,0,0,0,0,0,0,0,1,0
localhost,338,194,0.112116,553,0.611212,359.233,587.74,3,6,1356791522,1010820,3,9,0,0,0,0,0,0,0,0,1,0
localhost,340,196,0.113514,555,0.612613,361.629,590.306,3,6,1356791524,1010820,3,9,0,0,0,0,0,0,0,0,1,0
localhost,342,197,0.115108,556,0.615108,362.82,589.848,3,6,1356791524,1010820,3,9,0,0,0,0,0,0,0,0,1,0
localhost,344,198,0.114695,558,0.616487,363.355,589.395,3,6,1356791526,1010820,3,9,0,0,0,0,0,0,0,0,1,0
localhost,346,199,0.116487,558,0.620072,365.19,588.948,3,6,1356791527,1010820,3,9,0,0,0,0,0,0,0,0,1,0
